,City,State,County,Zip,Lat,Lng,Population,Area,TimeZone,Job,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,TimelyResponse,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening
1433,Port Sulphur,LA,Plaquemines,70083,29.50875,-89.85110999999999,2564,Urban,America/Chicago,Technical brewer,5,61,44278.91,Never Married,Male,Yes,7.093445651000001,16,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Credit Card (automatic),2.256763731,152.47417,1043.284658,3,3,4,4,4,3,3,3
1434,Paicines,CA,San Benito,95043,36.52513,-120.96136000000001,732,Suburban,America/Los_Angeles,Dancer,4,39,96112.52,Married,Female,Yes,11.02362934,12,2,0,No,Month-to-month,No,No,None,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Electronic Check,1.9157367330000001,119.989722,587.0970427,4,4,4,3,2,4,4,4
1435,Ford,VA,Dinwiddie,23850,37.17355,-77.74169,1268,Rural,America/New_York,Therapeutic radiographer,0,55,23194.97,Separated,Male,Yes,13.28231537,17,3,0,No,One year,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Credit Card (automatic),14.02688588,245.14696899999998,2207.767111,4,3,3,2,4,3,3,4
1436,Kendall,NY,Orleans,14476,43.32922,-78.04473,2274,Urban,America/New_York,Research scientist (physical sciences),8,86,37302.74,Divorced,Female,No,9.898908462,8,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Credit Card (automatic),20.96098587,214.966286,2252.0938309999997,2,2,3,3,4,4,4,2
1437,La Belle,MO,Lewis,63447,40.09495,-91.90276999999999,1234,Suburban,America/Chicago,Chartered certified accountant,0,35,23781.26,Divorced,Female,No,6.476262682000001,16,0,1,No,Two Year,Yes,No,DSL,No,No,No,No,No,No,No,Yes,Yes,Mailed Check,16.48377098,127.44206899999999,1968.581014,3,3,4,2,3,4,3,2
1438,Windfall,IN,Tipton,46076,40.36264,-85.93408000000001,1431,Urban,America/Indiana/Indianapolis,Ranger/warden,0,23,77548.98,Widowed,Female,Yes,11.47612243,7,0,0,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),7.989151046,137.461553,992.3896520999999,2,2,3,2,5,1,4,3
1439,Babb,MT,Glacier,59411,48.872690000000006,-113.40786000000001,678,Urban,America/Denver,Historic buildings inspector/conservation officer,0,75,63986.3,Divorced,Female,No,3.242890295,12,1,0,Yes,Two Year,No,No,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Credit Card (automatic),5.6823952129999995,124.964303,383.5428131,4,4,4,4,3,4,3,3
1440,Drytown,CA,Amador,95699,38.435390000000005,-120.85946000000001,20,Urban,America/Los_Angeles,"Surveyor, rural practice",1,24,99754.87,Never Married,Female,Yes,6.093961352000001,16,1,0,No,Month-to-month,No,No,None,Yes,No,No,No,Yes,Yes,Yes,No,No,Electronic Check,10.99225739,129.994975,1297.575754,1,1,4,4,4,3,3,1
1441,Paxton,IL,Ford,60957,40.44296,-88.13625,5288,Suburban,America/Chicago,Animal nutritionist,0,34,49399.04,Never Married,Male,No,6.536106461,9,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Electronic Check,1.550200335,162.471255,507.39681210000003,2,1,2,4,4,3,4,3
1442,Eldridge,CA,Sonoma,95431,38.34831,-122.51701000000001,196,Rural,America/Los_Angeles,Medical physicist,9,63,32285.99,Divorced,Female,No,9.474793202,18,2,0,No,Two Year,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Yes,Credit Card (automatic),19.73065009,172.47417,2095.8583120000003,3,3,4,4,1,5,5,5
1443,Twain,CA,Plumas,95984,40.04096,-121.12268999999999,33,Rural,America/Los_Angeles,Consulting civil engineer,4,50,29216.14,Divorced,Male,Yes,9.047716037,9,0,1,No,Month-to-month,No,No,None,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Credit Card (automatic),7.840871292,182.47622900000002,1173.415489,3,3,3,3,4,4,3,2
1444,Saint Jacob,IL,Madison,62281,38.704390000000004,-89.78191,2712,Rural,America/Chicago,Medical laboratory scientific officer,4,46,65864.17,Widowed,Female,No,12.2946551,13,2,0,Yes,One year,Yes,No,None,No,Yes,Yes,No,No,Yes,No,No,No,Bank Transfer(automatic),7.349883172,127.511223,885.546457,3,2,4,2,2,3,4,3
1445,Daleville,VA,Botetourt,24083,37.40603,-79.92315,3334,Suburban,America/New_York,Purchasing manager,1,46,25126.23,Married,Female,No,14.66578819,14,0,0,No,Two Year,Yes,Yes,None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,5.414586898,187.513939,1009.567691,4,5,5,4,4,4,5,5
1446,Salamonia,IN,Jay,47381,40.38177,-84.86689,193,Rural,America/Indiana/Indianapolis,"Accountant, chartered certified",0,24,39373.92,Never Married,Female,No,4.817687941,6,2,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Bank Transfer(automatic),9.605264775,160.00128,1100.161591,3,4,4,4,3,4,1,2
1447,Corrigan,TX,Polk,75939,31.01825,-94.79404,4912,Urban,America/Chicago,Environmental manager,4,32,52197.12,Never Married,Female,Yes,9.624162233,13,1,0,No,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Credit Card (automatic),4.843533662,182.490006,985.3722849,1,1,2,2,4,2,3,1
1448,Declo,ID,Cassia,83323,42.49418,-113.39073,1611,Rural,America/Boise,"Engineer, electrical",1,57,47514.11,Separated,Male,No,8.89730623,14,0,1,No,One year,No,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,13.24581884,112.455141,1171.036365,3,4,3,3,4,4,4,3
1449,Sherman,TX,Grayson,75090,33.60451,-96.54562,24580,Rural,America/Chicago,Social researcher,3,50,12599.71,Separated,Female,Yes,13.35764807,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Mailed Check,3.3308199419999998,137.439154,556.6697772000001,4,3,3,3,3,5,4,3
1450,Hartford,IA,Warren,50118,41.46369,-93.37299,952,Suburban,America/Chicago,Press photographer,0,49,44739.96,Married,Female,No,10.20266008,15,0,1,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Yes,Electronic Check,1.84918194,147.478341,297.53306560000004,3,3,3,4,3,4,4,3
1451,Midland,NC,Cabarrus,28107,35.25124,-80.52009,7380,Urban,America/New_York,Clinical psychologist,2,69,53103.72,Married,Female,No,7.406220732,14,1,1,No,One year,Yes,No,None,Yes,Yes,No,No,No,Yes,No,No,Yes,Bank Transfer(automatic),9.07813252,124.99353700000002,814.974232,3,2,2,2,3,4,3,4
1452,Athens,NY,Greene,12015,42.28262,-73.82721,3006,Suburban,America/New_York,Commercial art gallery manager,3,77,75066.56,Never Married,Male,No,11.23380581,16,0,0,No,Month-to-month,Yes,No,None,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Credit Card (automatic),6.585140105,120.003499,942.2015895,1,1,1,4,2,3,3,3
1453,East Mc Keesport,PA,Allegheny,15035,40.38491,-79.80712,2106,Suburban,America/New_York,Retail buyer,9,30,106608.35,Married,Female,No,13.29635151,14,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,Credit Card (automatic),10.46452162,147.47384399999999,1374.793483,4,4,4,4,4,2,3,3
1454,Toledo,OH,Lucas,43614,41.60318,-83.62886999999999,31607,Rural,America/New_York,Tree surgeon,3,26,61773.61,Widowed,Female,No,3.93506187,12,1,0,No,One year,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,Credit Card (automatic),10.11687657,139.93491799999998,1698.8763210000002,4,5,3,2,5,3,3,4
1455,Monticello,MS,Lawrence,39654,31.54356,-90.13547,5098,Urban,America/Chicago,IT technical support officer,3,30,53853.79,Married,Male,Yes,10.06689273,8,0,1,Yes,One year,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Mailed Check,2.1813728930000003,242.62805699999998,1015.7130400000001,3,3,4,3,3,2,3,4
1456,Keithsburg,IL,Mercer,61442,41.10743,-90.92272,708,Urban,America/Chicago,Astronomer,1,78,27235.84,Widowed,Female,Yes,6.681633242,13,1,0,Yes,Month-to-month,No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,No,No,Bank Transfer(automatic),14.26615817,127.473844,1696.133718,3,2,3,1,5,2,2,4
1457,West Chester,IA,Washington,52359,41.358509999999995,-91.80744,253,Rural,America/Chicago,Barrister,1,73,11644.24,Divorced,Female,Yes,12.51404385,15,3,0,Yes,Month-to-month,No,No,None,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Mailed Check,19.08438023,162.498151,1825.848805,4,4,5,2,4,5,5,4
1458,Middleburg,PA,Snyder,17842,40.80403,-77.04166,8660,Urban,America/New_York,Health service manager,0,39,33945.2,Divorced,Female,No,6.608008759,13,0,0,No,One year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Mailed Check,6.203299256,134.950905,633.9224182999999,4,4,6,2,4,4,3,3
1459,Martinsburg,WV,Berkeley,25405,39.40916,-77.96154,13680,Urban,America/New_York,Child psychotherapist,0,39,13724.61,Married,Male,No,12.08833226,13,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,No,No,Yes,Electronic Check,3.354127023,127.48198899999998,468.28972710000005,5,3,4,4,4,3,2,4
1460,Chicago Heights,IL,Cook,60411,41.50869,-87.59056,57800,Urban,America/Chicago,Clinical embryologist,0,72,26759.06,Never Married,Female,No,6.612802087,6,1,0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Credit Card (automatic),9.38354759,142.452604,1470.820856,4,3,3,5,3,3,4,1
1461,Glencoe,KY,Gallatin,41046,38.71963,-84.80179,1263,Urban,America/New_York,"Production assistant, radio",8,37,17255.25,Divorced,Male,No,9.307477533,7,0,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Electronic Check,3.7245972419999998,159.97935800000002,1336.534659,3,3,2,5,3,3,3,4
1462,Upper Lake,CA,Lake,95485,39.21711,-122.92043999999999,2688,Urban,America/Los_Angeles,Lexicographer,0,34,71603.66,Married,Female,No,13.82562816,14,0,1,No,Two Year,No,No,None,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Electronic Check,8.831489129,152.50217800000001,1185.69317,3,4,4,5,2,5,4,4
1463,East Haddam,CT,Middlesex,6423,41.467079999999996,-72.38795999999999,5342,Urban,America/New_York,"Engineer, land",4,27,34035.83,Never Married,Male,No,15.75142268,10,2,0,No,One year,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Electronic Check,3.5070440169999997,129.948316,1142.173902,3,3,4,5,4,2,4,4
1464,Hamburg,LA,Avoyelles,71339,31.01387,-91.93231,170,Rural,America/Chicago,Artist,0,24,14048.99,Never Married,Female,Yes,6.773212666,9,1,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Credit Card (automatic),6.390769574,207.609354,1061.7498130000001,4,6,4,3,4,4,4,2
1465,Lafayette,IN,Tippecanoe,47909,40.32347,-86.90075999999999,42532,Suburban,America/Indiana/Indianapolis,Catering manager,1,43,8721.22,Married,Female,No,9.594895726,15,4,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Mailed Check,2.180613468,184.98529299999998,656.1054778,5,4,4,3,3,5,4,5
1466,Milford,CT,New Haven,6461,41.239509999999996,-73.07519,15074,Suburban,America/New_York,Field seismologist,0,58,97057.93,Widowed,Nonbinary,No,11.34414273,13,0,1,No,Two Year,Yes,No,None,Yes,No,No,Yes,No,Yes,No,No,No,Electronic Check,4.002381804,114.983787,391.7847619,4,4,3,3,3,4,4,4
1467,Storrs Mansfield,CT,Tolland,6268,41.799690000000005,-72.24776999999999,10695,Suburban,America/New_York,Film/video editor,1,75,19696.86,Never Married,Female,Yes,8.052655017000001,5,1,0,No,Month-to-month,No,No,Fiber Optic,No,No,Yes,No,Yes,No,Yes,Yes,No,Electronic Check,2.698284625,222.649979,783.1189106,4,5,3,4,2,4,4,5
1468,Griswold,IA,Cass,51535,41.2241,-95.13003,1861,Urban,America/Chicago,IT consultant,9,33,64397.56,Never Married,Male,No,9.489541639,16,1,0,No,Two Year,No,No,None,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Bank Transfer(automatic),12.13508874,142.515576,1729.34277,4,3,4,4,4,4,4,4
1469,Deer Park,WA,Spokane,99006,47.98297,-117.50226,13055,Rural,America/Los_Angeles,Probation officer,0,57,19254.52,Widowed,Male,Yes,15.09579419,17,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Electronic Check,2.934758008,152.466002,535.4931690000001,4,4,4,4,3,3,3,4
1470,High Point,NC,Randolph,27263,35.909290000000006,-79.93796,22028,Urban,America/New_York,Sub,8,78,38294.87,Widowed,Female,Yes,10.89994219,12,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,1.262037303,227.475448,668.5567922,5,5,4,3,5,4,4,4
1471,Macfarlan,WV,Ritchie,26148,39.06903,-81.18634,319,Suburban,America/New_York,Maintenance engineer,7,74,46946.24,Widowed,Female,No,7.531513534,14,0,0,No,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Bank Transfer(automatic),17.5841798,154.96176599999998,2356.0215989999997,4,4,4,2,4,3,3,4
1472,Brownstown,IN,Jackson,47220,38.87743,-86.05036,5803,Suburban,America/Indiana/Indianapolis,Estate manager/land agent,3,51,90956.64,Widowed,Female,No,2.7379318360000005,13,0,0,No,Month-to-month,Yes,No,None,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Mailed Check,13.23888382,162.500489,1526.6564859999999,1,1,2,4,4,3,3,3
1473,Houston,TX,Harris,77098,29.73487,-95.41529,13549,Rural,America/Chicago,Lexicographer,3,32,26473.71,Married,Female,Yes,10.89250998,23,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Bank Transfer(automatic),10.44223446,192.48852,1257.976073,5,4,5,3,3,5,5,3
1474,Rock City,IL,Stephenson,61070,42.41685,-89.47312,1503,Rural,America/Chicago,"Social research officer, government",0,84,21808.87,Married,Male,Yes,10.46391733,14,1,0,No,One year,No,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,2.38395716,222.62805699999998,1176.40624,3,4,3,3,3,4,3,4
1475,Unity,ME,Waldo,4988,44.59588,-69.35972,2348,Rural,America/New_York,Cartographer,4,60,89037.69,Divorced,Female,Yes,5.771579921,7,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Credit Card (automatic),10.404813,222.649979,1556.1087890000001,5,4,5,4,1,4,5,5
1476,Pierre Part,LA,Assumption,70339,29.923659999999998,-91.18158000000001,5292,Urban,America/Chicago,Seismic interpreter,0,20,108847.93,Widowed,Female,No,6.1783847220000006,13,1,1,No,One year,No,Yes,None,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Electronic Check,16.37167434,190.173699,2053.0273190000003,2,2,2,2,4,1,1,3
1477,Warm Springs,AR,Randolph,72478,36.46333,-91.05581,370,Rural,America/Chicago,Field trials officer,0,38,13867.89,Widowed,Male,No,6.037666483,10,0,3,No,One year,Yes,No,None,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Mailed Check,1.350108155,127.506726,411.29616269999997,1,3,2,5,2,4,5,3
1478,Harlem,GA,Columbia,30814,33.43567,-82.31151,8538,Suburban,America/New_York,Public relations officer,4,71,22183.52,Widowed,Male,Yes,15.26331077,15,2,1,No,Month-to-month,Yes,Yes,None,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Bank Transfer(automatic),12.42216588,149.984492,1488.81735,5,4,3,4,4,4,4,3
1479,Bowling Green,MO,Pike,63334,39.30166,-91.18781,9064,Suburban,America/Chicago,Advertising art director,2,56,42197.88,Widowed,Female,Yes,8.849884542,13,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,Yes,No,Bank Transfer(automatic),3.797689495,200.132293,1304.571599,2,3,4,5,3,4,3,3
1480,Sayre,OK,Beckham,73662,35.29861,-99.67524,6447,Suburban,America/Chicago,Restaurant manager,1,35,14953.78,Never Married,Female,Yes,13.83450553,9,0,0,Yes,Two Year,No,No,DSL,No,No,No,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),3.784962992,200.132293,1341.5955210000002,4,5,5,3,4,3,4,4
1481,Subiaco,AR,Logan,72865,35.3097,-93.5663,1562,Suburban,America/Chicago,Ophthalmologist,0,33,8888.06,Widowed,Female,Yes,10.35503587,15,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Electronic Check,7.154371452,217.48397200000002,1123.503268,4,5,5,4,3,5,5,4
1482,Frametown,WV,Braxton,26623,38.652159999999995,-80.87741,1319,Urban,America/New_York,Theatre director,0,88,21816.78,Separated,Female,Yes,8.974055518,11,0,0,No,Month-to-month,Yes,No,DSL,No,No,No,No,Yes,No,Yes,No,No,Mailed Check,20.13119126,129.96209299999998,2214.953933,4,5,4,3,3,4,4,4
1483,Reserve,LA,St. John the Baptist,70084,30.075229999999998,-90.56792,6436,Suburban,America/Chicago,Environmental manager,3,75,12622.46,Divorced,Female,No,9.291799333,13,1,0,No,One year,No,No,None,Yes,No,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),7.822562679,92.5018,732.0802458,5,6,4,3,4,5,4,4
1484,Gambell,AK,Nome,99742,63.75233000000001,-171.68815,601,Rural,America/Nome,Actor,0,34,49393.59,Never Married,Female,No,6.26674205,14,1,0,Yes,Two Year,No,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Mailed Check,3.1603923889999996,164.967019,1099.763014,4,4,4,3,3,5,6,5
1485,Blakeslee,PA,Monroe,18610,41.06303,-75.54611,5062,Urban,America/New_York,Physiotherapist,0,89,21812.08,Widowed,Male,No,11.23258518,9,1,1,Yes,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Mailed Check,14.38025496,182.45383,1365.14372,4,4,6,2,4,3,4,4
1486,Palo Pinto,TX,Palo Pinto,76484,32.75833,-98.28241,921,Suburban,America/Chicago,Clinical cytogeneticist,1,76,70607.91,Divorced,Female,No,9.046129393,18,3,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Credit Card (automatic),7.517405581,230.105118,1108.349605,2,3,3,2,4,3,4,3
1487,Mahaska,KS,Washington,66955,39.9651,-97.29377,79,Urban,America/Chicago,Hospital doctor,1,69,55322.08,Separated,Female,No,16.23771062,10,1,0,No,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),11.44196811,124.97808,986.7489919,3,3,3,3,3,4,2,3
1488,Elberta,MI,Benzie,49628,44.62085,-86.23105,167,Suburban,America/Detroit,Fisheries officer,1,88,16307.08,Divorced,Female,Yes,15.54568189,13,1,1,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,No,Credit Card (automatic),7.413563684,182.443347,1248.345698,4,4,5,4,3,4,4,3
1489,Wilmington,DE,New Castle,19806,39.76328,-75.56421,9930,Rural,America/New_York,Careers information officer,3,64,48413.98,Divorced,Female,No,13.47305526,14,0,0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),11.32483244,149.937833,1637.132389,3,4,2,3,4,3,3,2
1490,Hi Hat,KY,Floyd,41636,37.399370000000005,-82.72916,995,Rural,America/New_York,Psychiatrist,3,65,62616.43,Widowed,Male,Yes,12.75213898,8,1,0,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,No,No,No,Yes,No,No,Mailed Check,4.279464865,137.46838799999998,704.224884,3,3,4,1,5,2,2,3
1491,Pottersdale,PA,Clearfield,16871,41.185990000000004,-78.02609,40,Rural,America/New_York,Mudlogger,3,51,149502.87,Separated,Male,Yes,11.85413528,14,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,3.468872554,162.460772,1203.486183,3,2,3,4,3,3,4,3
1492,Mumford,TX,Robertson,77867,30.74124,-96.5444,130,Rural,America/Chicago,"Psychologist, clinical",1,69,30040.32,Widowed,Male,No,10.88292652,10,0,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Mailed Check,12.47525704,139.98300600000002,1665.50808,3,3,3,4,3,3,3,4
1493,La Fayette,NY,Onondaga,13084,42.88898,-76.11301999999999,3734,Rural,America/New_York,Secondary school teacher,4,81,24859.24,Separated,Male,No,10.31760367,11,0,0,No,One year,No,No,None,Yes,No,No,No,No,No,Yes,No,No,Electronic Check,2.744401393,104.962874,484.82071270000006,5,5,5,3,4,3,4,3
1494,Martindale,TX,Caldwell,78655,29.81445,-97.84019,3480,Urban,America/Chicago,Broadcast engineer,1,79,69154.47,Never Married,Female,No,8.688254477000001,13,2,0,No,Two Year,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,7.608938235,167.484705,1422.7165189999998,4,4,5,3,4,3,6,6
1495,Allison Park,PA,Allegheny,15101,40.58047,-79.95446,25077,Urban,America/New_York,Microbiologist,4,64,77152.84,Never Married,Female,No,12.42061751,11,2,1,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Bank Transfer(automatic),14.60426293,144.960655,1341.412763,3,4,2,6,2,6,4,5
1496,Aromas,CA,Monterey,95004,36.8741,-121.633,3956,Rural,America/Los_Angeles,Secondary school teacher,0,58,38871.97,Divorced,Female,No,18.28180588,10,0,1,No,Month-to-month,No,No,None,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Bank Transfer(automatic),29.68889421,149.97755,2674.084451,3,2,3,2,5,3,3,3
1497,Clifford,PA,Susquehanna,18413,41.648179999999996,-75.58952,182,Suburban,America/New_York,Educational psychologist,1,77,11290.67,Never Married,Female,Yes,13.48138957,11,0,1,No,Two Year,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Credit Card (automatic),5.497366828,187.46728000000002,1243.061143,4,5,5,5,3,3,4,3
1498,Trenton,NJ,Mercer,8619,40.241209999999995,-74.69605,21013,Urban,America/New_York,"Geologist, wellsite",2,19,24897.26,Widowed,Female,Yes,9.523802161,11,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Electronic Check,4.955415304,232.64145499999998,1111.571623,2,3,2,5,2,3,3,3
1499,Florence,VT,Rutland,5744,43.69842,-73.08496,636,Urban,America/New_York,"Engineer, civil (contracting)",0,60,9966.89,Widowed,Male,Yes,13.78001485,11,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,13.31283015,214.966286,1546.6736369999999,3,3,3,3,4,2,2,4
1500,Shandaken,NY,Ulster,12480,42.13632,-74.37744,733,Suburban,America/New_York,"Conservation officer, nature",2,30,42991.1,Divorced,Male,No,10.11260574,16,1,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Bank Transfer(automatic),2.656111103,204.963371,834.3144319,5,4,4,4,4,5,5,4
1501,Axtell,NE,Kearney,68924,40.495670000000004,-99.11905,1169,Suburban,America/Chicago,"Therapist, drama",4,71,39432.05,Married,Female,No,7.1025937379999995,11,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Bank Transfer(automatic),18.02281027,169.992756,1688.0398059999998,1,2,2,3,4,1,2,1
1502,Roosevelt,AZ,Gila,85545,33.54555,-111.12486000000001,520,Urban,America/Phoenix,Hospital doctor,1,31,25576.73,Married,Male,Yes,5.087255805,15,1,0,No,One year,No,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),11.71980152,245.131966,1726.803854,3,4,3,2,4,2,3,3
1503,Fort Oglethorpe,GA,Catoosa,30742,34.95062,-85.24319,7842,Suburban,America/New_York,Community pharmacist,7,74,48623.32,Separated,Female,No,6.261594795,5,2,1,No,Two Year,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,No,Mailed Check,6.22226629,114.972827,717.4300821,4,3,4,3,5,4,3,4
1504,Covina,CA,Los Angeles,91723,34.084759999999996,-117.88643,18875,Suburban,America/Los_Angeles,"Scientist, audiological",2,64,19887.32,Never Married,Male,No,5.659084818999999,17,2,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,No,Mailed Check,16.24273454,160.00128,1656.731409,2,3,2,2,6,3,3,2
1505,Keystone Heights,FL,Clay,32656,29.81498,-81.95605,14433,Rural,America/New_York,Insurance risk surveyor,2,47,30342.56,Married,Male,No,12.267912400000002,14,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,17.64373477,112.455141,1594.963149,4,3,2,3,3,3,3,4
1506,Bancroft,ID,Caribou,83217,42.77531,-111.93732,759,Urban,America/Boise,"Psychotherapist, dance movement",1,76,61714.39,Divorced,Male,No,2.7464802739999996,15,2,2,No,One year,Yes,No,None,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),23.42878979,79.978861,1943.112927,4,4,4,4,4,5,5,4
1507,Garryowen,MT,Big Horn,59031,45.50144,-107.42008,380,Urban,America/Denver,Local government officer,1,74,44165.21,Separated,Female,No,7.143133915,13,1,0,Yes,Two Year,No,No,DSL,Yes,No,No,No,No,No,No,No,Yes,Electronic Check,6.746438400000001,92.455141,913.9626257000001,4,5,4,2,4,3,4,2
1508,Pine Apple,AL,Wilcox,36768,31.90805,-87.02165,898,Rural,America/Chicago,Health physicist,2,54,33735.54,Married,Male,No,6.373342677999999,10,0,2,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,11.70414173,144.960655,1157.286118,3,2,2,4,2,4,3,2
